"id","group.year","social.group","year","age","percofsex.dominated","hrs.focalfollowed","partner","hrs.partnerfollowed","r","kinship","grooming_duration","grooming_over_observation","grooming_over_group","focal.total.scan","proximity_scans","proximity_over_observation","proximity_over_group","DSI","focal.connections","focal.kin.available","order.of.partner","top3","top3.kin","top3.nonkin","top3.total"
"43F","F2015","F","2015",19,100,5.83333333333333,"0G5",5.83333333333333,0.5,"kin",1008,0.024,64.693912663721,"105",6,0.0289855072463768,24.1297417793618,44.4118272215414,12,9,1,TRUE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"5C0",5.83333333333333,0.5,"kin",587,0.0139761904761905,37.6739352515915,"105",11,0.0523809523809524,43.6058905012753,40.6399128764334,12,9,2,TRUE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"43J",6,0.0625,"non-kin",0,0,0,"105",1,0.00469483568075117,3.90833845722058,1.95416922861029,12,9,10,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"4C1",6,0.03125,"non-kin",0,0,0,"105",3,0.0140845070422535,11.7250153716617,5.86250768583087,12,9,6,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"9D8",6,0.015625,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"82A",5.83333333333333,0,"non-kin",0,0,0,"105",4,0.0191387559808612,15.9325567729758,7.96627838648788,12,9,5,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"6C0",5.83333333333333,0,"non-kin",548,0.013047619047619,35.170896964007,"105",3,0.0142857142857143,11.8925155912569,23.531706277632,12,9,3,TRUE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"98T",5.83333333333333,0.0625,"non-kin",106,0.00252380952380952,6.80312970471669,"105",1,0.00478468899521531,3.98313919324394,5.39313444898032,12,9,7,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"04N",6,0.03125,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"3E2",6,0.140625,"kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"92D",5.83333333333333,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"64P",5.83333333333333,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"62H",6,0.0625,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"0A4",6,0.03125,"non-kin",0,0,0,"105",1,0.00469483568075117,3.90833845722058,1.95416922861029,12,9,10,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"59A",6,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"7D8",6.16666666666667,0.015625,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"7C0",5.66666666666667,0.0625,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"8B0",6,0,"non-kin",0,0,0,"105",1,0.00469483568075117,3.90833845722058,1.95416922861029,12,9,10,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"44J",1.16666666666667,0.09375,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"2A8",6,0.046875,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"82L",6.16666666666667,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"50S",2.33333333333333,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"1C0",6,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"32S",6,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"0I5",5.83333333333333,0.03125,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"00O",6,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"79Z",6,0.125,"kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"40L",5.83333333333333,0.0625,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"2A7",6,0.09375,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"50I",5.66666666666667,0.0625,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"9H7",6,0.03125,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"57H",6,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"56E",6,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"64D",3.83333333333333,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"2H3",6,0.125,"kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"55V",6,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"61J",6,0.09375,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"34N",5.83333333333333,0.25,"kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"1A3",5.83333333333333,0.125,"kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"8E8",6,0,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"3C3",6.16666666666667,0,"non-kin",0,0,0,"105",2,0.00925925925925926,7.70811195729614,3.85405597864807,12,9,8,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"20F",5,0.0625,"non-kin",0,0,0,"105",NA,0,0,0,12,9,NA,FALSE,2,1,3
"43F","F2015","F","2015",19,100,5.83333333333333,"63V",5.83333333333333,0,"non-kin",643,0.0153095238095238,41.2680415106871,"105",1,0.00476190476190476,3.9641718637523,22.6161066872197,12,9,4,FALSE,2,1,3
