"id","group.year","social.group","year","age","percofsex.dominated","hrs.focalfollowed","partner","hrs.partnerfollowed","r","kinship","grooming_duration","grooming_over_observation","grooming_over_group","focal.total.scan","proximity_scans","proximity_over_observation","proximity_over_group","DSI","focal.connections","focal.kin.available","order.of.partner","top3","top3.kin","top3.nonkin","top3.total"
"5H4","KK2015","KK","2015",7,100,5.5,"24V",5.66666666666667,0.03125,"non-kin",273,0.0067910447761194,10.2319643230763,"97",9,0.0454545454545455,11.4743105679439,10.8531374455101,10,1,2,TRUE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"62R",5.5,0.0625,"non-kin",34,0.000858585858585859,1.29361831102052,"97",6,0.0309278350515464,7.80726286066288,4.5504405858417,10,1,5,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"1E2",5.33333333333333,0.09375,"non-kin",0,0,0,"97",3,0.015625,3.94429425773073,1.97214712886536,10,1,6,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"0B6",5.5,0.0625,"non-kin",72,0.00181818181818182,2.73942701157287,"97",5,0.0257731958762887,6.50605238388574,4.6227396977293,10,1,4,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"2C3",5.33333333333333,0.03125,"non-kin",473,0.0121282051282051,18.273383001556,"97",3,0.0155440414507772,3.92385749991865,11.0986202507373,10,1,1,TRUE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"4F1",5.16666666666667,0.015625,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"76J",5.5,0.03125,"non-kin",0,0,0,"97",1,0.00510204081632653,1.28793281885085,0.643966409425425,10,1,8,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"4D8",5.5,0.03125,"non-kin",452,0.0114141414141414,17.1975140170964,"97",1,0.00512820512820513,1.29453760253726,9.24602580981682,10,1,3,TRUE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"86Z",5.5,0,"non-kin",0,0,0,"97",1,0.00510204081632653,1.28793281885085,0.643966409425425,10,1,8,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"60R",5.5,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"6D6",5.66666666666667,0.015625,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"3F7",5.5,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"6C2",5.33333333333333,0.078125,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"6D9",5.5,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"83Z",5.33333333333333,0.015625,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"3F5",5.5,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"19A",5.5,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"1C7",5.33333333333333,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"37V",5.5,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"51V",5.33333333333333,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"93O",5.5,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"6D4",5.5,0,"non-kin",65,0.00164141414141414,2.47309382989218,"97",NA,0,0,1.23654691494609,10,1,7,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"9H9",5.33333333333333,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"2F2",5.5,0.0078125,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"3G3",5.5,0.015625,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"44V",5.5,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"55J",5.66666666666667,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"9C5",4.16666666666667,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"25P",5.33333333333333,0,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"49V",5.5,0.1875,"kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"1C5",5.83333333333333,0.015625,"non-kin",0,0,0,"97",NA,0,0,0,10,1,NA,FALSE,0,3,3
"5H4","KK2015","KK","2015",7,100,5.5,"7F0",5.5,0.015625,"non-kin",0,0,0,"97",1,0.00510204081632653,1.28793281885085,0.643966409425425,10,1,8,FALSE,0,3,3
"24V","KK2015","KK","2015",12,94.28571429,5.66666666666667,"5H4",5.5,0.03125,"non-kin",273,0.0067910447761194,10.2319643230763,"101",9,0.0454545454545455,11.4743105679439,10.8531374455101,14,2,3,TRUE,1,2,3
"24V","KK2015","KK","2015",12,94.28571429,5.66666666666667,"62R",5.5,0.25,"kin",1123,0.0279353233830846,42.0897286989549,"101",19,0.095959595959596,24.2235445323261,33.1566366156405,14,2,1,TRUE,1,2,3
"24V","KK2015","KK","2015",12,94.28571429,5.66666666666667,"1E2",5.33333333333333,0.046875,"non-kin",530,0.0133838383838384,20.165226612967,"101",3,0.0153061224489796,3.86379845655255,12.0145125347598,14,2,2,TRUE,1,2,3
"24V","KK2015","KK","2015",12,94.28571429,5.66666666666667,"0B6",5.5,0.0625,"non-kin",0,0,0,"101",3,0.0151515151515152,3.82477018931464,1.91238509465732,14,2,9,FALSE,1,2,3
"24V","KK2015","KK","2015",12,94.28571429,5.66666666666667,"2C3",5.33333333333333,0.0625,"non-kin",0,0,0,"101",1,0.0050761421319797,1.28139508880592,0.640697544402961,14,2,12,FALSE,1,2,3
"24V","KK2015","KK","2015",12,94.28571429,5.66666666666667,"4F1",5.16666666666667,0.03125,"non-kin",0,0,0,"101",NA,0,0,0,14,2,NA,FALSE,1,2,3
